COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2015,POPESTIMATE2019
183,Virginia,Sussex County,12087,11692,11159
185,Virginia,Tazewell County,45078,42905,40595
187,Virginia,Warren County,37575,38716,40164
191,Virginia,Washington County,54876,54268,53740
193,Virginia,Westmoreland County,17454,17549,18015
195,Virginia,Wise County,41452,39572,37383
197,Virginia,Wythe County,29235,29097,28684
199,Virginia,York County,65464,67802,68280
510,Virginia,Alexandria city,139966,153654,159428
520,Virginia,Bristol city,17835,17146,16762
530,Virginia,Buena Vista city,6650,6529,6478
540,Virginia,Charlottesville city,43475,46301,47266
550,Virginia,Chesapeake city,222209,235111,244835
570,Virginia,Colonial Heights city,17411,17444,17370
580,Virginia,Covington city,5961,5663,5538
590,Virginia,Danville city,43055,41947,40044
595,Virginia,Emporia city,5927,5558,5346
600,Virginia,Fairfax city,22565,23230,24019
610,Virginia,Falls Church city,12332,13728,14617
620,Virginia,Franklin city,8582,8331,7967
630,Virginia,Fredericksburg city,24286,28043,29036
640,Virginia,Galax city,7042,6800,6347
650,Virginia,Hampton city,137436,136264,134510
660,Virginia,Harrisonburg city,48914,52675,53016
670,Virginia,Hopewell city,22591,22231,22529
678,Virginia,Lexington city,7042,7162,7446
680,Virginia,Lynchburg city,75568,79134,82168
683,Virginia,Manassas city,37821,41409,41085
685,Virginia,Manassas Park city,14273,16129,17478
690,Virginia,Martinsville city,13821,13259,12554
700,Virginia,Newport News city,180719,180958,179225
710,Virginia,Norfolk city,242803,246457,242742
720,Virginia,Norton city,3958,4009,3981
730,Virginia,Petersburg city,32420,31892,31346
735,Virginia,Poquoson city,12150,12021,12271
740,Virginia,Portsmouth city,95535,96336,94398
750,Virginia,Radford city,16408,17295,18249
760,Virginia,Richmond city,204214,220856,230436
770,Virginia,Roanoke city,97032,99669,99143
775,Virginia,Salem city,24802,25364,25301
790,Virginia,Staunton city,23746,24185,24932
800,Virginia,Suffolk city,84585,88079,92108
810,Virginia,Virginia Beach city,437994,450304,449974
820,Virginia,Waynesboro city,21006,21542,22630
830,Virginia,Williamsburg city,14068,14800,14954
840,Virginia,Winchester city,26203,27480,28078
1,Washington,Adams County,18728,19233,19983
3,Washington,Asotin County,21623,22113,22582
5,Washington,Benton County,175177,190218,204390
7,Washington,Chelan County,72453,75041,77200
9,Washington,Clallam County,71404,73202,77331
11,Washington,Clark County,425363,456939,488241
13,Washington,Columbia County,4078,3960,3985
15,Washington,Cowlitz County,102410,102999,110593
17,Washington,Douglas County,38431,40545,43429
19,Washington,Ferry County,7551,7520,7627
21,Washington,Franklin County,78163,88727,95222
23,Washington,Garfield County,2266,2222,2225
25,Washington,Grant County,89120,93527,97733
27,Washington,Grays Harbor County,72797,71011,75061
29,Washington,Island County,78506,80022,85141
31,Washington,Jefferson County,29872,30339,32221
33,Washington,King County,1931249,2126178,2252782
35,Washington,Kitsap County,251133,259232,271473
37,Washington,Kittitas County,40915,43095,47935
39,Washington,Klickitat County,20318,21005,22425
41,Washington,Lewis County,75455,75437,80707
43,Washington,Lincoln County,10570,10285,10939
45,Washington,Mason County,60699,60991,66768
47,Washington,Okanogan County,41120,41356,42243
49,Washington,Pacific County,20920,20869,22471
51,Washington,Pend Oreille County,13001,13087,13724
53,Washington,Pierce County,795225,843778,904980
55,Washington,San Juan County,15769,16198,17582
57,Washington,Skagit County,116901,121559,129205
59,Washington,Skamania County,11066,11375,12083
61,Washington,Snohomish County,713335,769698,822083
63,Washington,Spokane County,471221,488610,522798
65,Washington,Stevens County,43531,43553,45723
67,Washington,Thurston County,252264,267978,290536
69,Washington,Wahkiakum County,3978,4023,4488
71,Washington,Walla Walla County,58781,59932,60760
73,Washington,Whatcom County,201140,211836,229247
75,Washington,Whitman County,44776,48164,50104
77,Washington,Yakima County,243231,247800,250873
1,West Virginia,Barbour County,16589,16973,16441
3,West Virginia,Berkeley County,104169,111678,119171
5,West Virginia,Boone County,24629,23252,21457
7,West Virginia,Braxton County,14523,14375,13957
9,West Virginia,Brooke County,24069,23190,21939
11,West Virginia,Cabell County,96319,96582,91945
13,West Virginia,Calhoun County,7627,7463,7109
15,West Virginia,Clay County,9386,8875,8508
17,West Virginia,Doddridge County,8202,8703,8448
19,West Virginia,Fayette County,46039,44707,42406
21,West Virginia,Gilmer County,8693,8306,7823
23,West Virginia,Grant County,11937,11651,11568
25,West Virginia,Greenbrier County,35480,35580,34662
27,West Virginia,Hampshire County,23964,23311,23175
29,West Virginia,Hancock County,30676,29980,28810
31,West Virginia,Hardy County,14025,13826,13776
33,West Virginia,Harrison County,69099,68535,67256
35,West Virginia,Jackson County,29211,29170,28576
37,West Virginia,Jefferson County,53498,56070,57146
39,West Virginia,Kanawha County,193063,188282,178124
41,West Virginia,Lewis County,16372,16440,15907
43,West Virginia,Lincoln County,21720,21279,20409
45,West Virginia,Logan County,36743,34441,32019
47,West Virginia,McDowell County,22113,19762,17624
49,West Virginia,Marion County,56418,56761,56072
51,West Virginia,Marshall County,33107,32215,30531
53,West Virginia,Mason County,27324,27089,26516
55,West Virginia,Mercer County,62264,61133,58758
57,West Virginia,Mineral County,28212,27417,26868
59,West Virginia,Mingo County,26839,25317,23424
61,West Virginia,Monongalia County,96189,104681,105612
63,West Virginia,Monroe County,13502,13573,13275
65,West Virginia,Morgan County,17541,17490,17884
67,West Virginia,Nicholas County,26233,25551,24496
69,West Virginia,Ohio County,44443,42969,41411
71,West Virginia,Pendleton County,7695,7103,6969
73,West Virginia,Pleasants County,7605,7499,7460
75,West Virginia,Pocahontas County,8719,8573,8247
77,West Virginia,Preston County,33520,33842,33432
79,West Virginia,Putnam County,55486,56592,56450
81,West Virginia,Raleigh County,78859,77363,73361
83,West Virginia,Randolph County,29405,29212,28695
85,West Virginia,Ritchie County,10449,10084,9554
87,West Virginia,Roane County,14926,14375,13688
89,West Virginia,Summers County,13927,13137,12573
91,West Virginia,Taylor County,16895,16930,16695
93,West Virginia,Tucker County,7141,7089,6839
95,West Virginia,Tyler County,9208,8958,8591
97,West Virginia,Upshur County,24254,24727,24176
99,West Virginia,Wayne County,42481,41211,39402
101,West Virginia,Webster County,9154,8635,8114
103,West Virginia,Wetzel County,16583,15777,15065
105,West Virginia,Wirt County,5717,5804,5821
107,West Virginia,Wood County,86956,86335,83518
109,West Virginia,Wyoming County,23796,22177,20394
1,Wisconsin,Adams County,20875,20028,20220
3,Wisconsin,Ashland County,16157,15804,15562
5,Wisconsin,Barron County,45870,45367,45244
7,Wisconsin,Bayfield County,15014,14976,15036
9,Wisconsin,Brown County,248007,257856,264542
11,Wisconsin,Buffalo County,13587,13245,13031
13,Wisconsin,Burnett County,15457,15142,15414
15,Wisconsin,Calumet County,48971,49818,50089
17,Wisconsin,Chippewa County,62415,63421,64658
19,Wisconsin,Clark County,34690,34358,34774
21,Wisconsin,Columbia County,56833,56682,57532
23,Wisconsin,Crawford County,16644,16328,16131
25,Wisconsin,Dane County,488073,523000,546695
27,Wisconsin,Dodge County,88759,87816,87839
29,Wisconsin,Door County,27785,27311,27668
31,Wisconsin,Douglas County,44159,43495,43150
33,Wisconsin,Dunn County,43857,44267,45368
35,Wisconsin,Eau Claire County,98736,102080,104646
37,Wisconsin,Florence County,4423,4338,4295
39,Wisconsin,Fond du Lac County,101633,101955,103403
41,Wisconsin,Forest County,9304,9004,9004
43,Wisconsin,Grant County,51208,52071,51439
45,Wisconsin,Green County,36842,36931,36960
47,Wisconsin,Green Lake County,19051,18698,18913
49,Wisconsin,Iowa County,23687,23585,23678
51,Wisconsin,Iron County,5916,5727,5687
53,Wisconsin,Jackson County,20449,20524,20643
55,Wisconsin,Jefferson County,83686,84488,84769
57,Wisconsin,Juneau County,26664,26307,26687
59,Wisconsin,Kenosha County,166426,167910,169561
61,Wisconsin,Kewaunee County,20574,20324,20434
63,Wisconsin,La Crosse County,114638,117699,118016
65,Wisconsin,Lafayette County,16836,16791,16665
67,Wisconsin,Langlade County,19977,19048,19189
69,Wisconsin,Lincoln County,28743,27867,27593
71,Wisconsin,Manitowoc County,81442,79483,78981
73,Wisconsin,Marathon County,134063,135314,135692
75,Wisconsin,Marinette County,41749,40649,40350
77,Wisconsin,Marquette County,15404,15119,15574
78,Wisconsin,Menominee County,4232,4509,4556
79,Wisconsin,Milwaukee County,947735,958421,945726
81,Wisconsin,Monroe County,44673,45322,46253
83,Wisconsin,Oconto County,37660,37472,37930
85,Wisconsin,Oneida County,35998,35303,35595
87,Wisconsin,Outagamie County,176695,183328,187885
89,Wisconsin,Ozaukee County,86395,87932,89221
91,Wisconsin,Pepin County,7469,7237,7287
93,Wisconsin,Pierce County,41019,41069,42754
95,Wisconsin,Polk County,44205,43218,43783
97,Wisconsin,Portage County,70019,70520,70772
99,Wisconsin,Price County,14159,13578,13351
101,Wisconsin,Racine County,195408,194672,196311
103,Wisconsin,Richland County,18021,17574,17252
105,Wisconsin,Rock County,160331,161006,163354
107,Wisconsin,Rusk County,14755,14124,14178
109,Wisconsin,St. Croix County,84345,87129,90687
111,Wisconsin,Sauk County,61976,63271,64442
113,Wisconsin,Sawyer County,16557,16288,16558
115,Wisconsin,Shawano County,41949,41051,40899
117,Wisconsin,Sheboygan County,115507,115196,115340
119,Wisconsin,Taylor County,20689,20314,20343
121,Wisconsin,Trempealeau County,28816,29441,29649
123,Wisconsin,Vernon County,29773,30317,30822
125,Wisconsin,Vilas County,21430,21447,22195
127,Wisconsin,Walworth County,102228,102475,103868
129,Wisconsin,Washburn County,15911,15522,15720
131,Wisconsin,Washington County,131887,133906,136034
133,Wisconsin,Waukesha County,389891,396237,404198
135,Wisconsin,Waupaca County,52410,51680,50990
137,Wisconsin,Waushara County,24496,23959,24443
139,Wisconsin,Winnebago County,166994,169246,171907
141,Wisconsin,Wood County,74749,73350,72999
1,Wyoming,Albany County,36299,37960,38880
3,Wyoming,Big Horn County,11668,11945,11790
5,Wyoming,Campbell County,46133,49258,46341
7,Wyoming,Carbon County,15885,15613,14800
9,Wyoming,Converse County,13833,14297,13822
11,Wyoming,Crook County,7083,7435,7584
13,Wyoming,Fremont County,40123,40219,39261
15,Wyoming,Goshen County,13249,13542,13211
17,Wyoming,Hot Springs County,4812,4716,4413
19,Wyoming,Johnson County,8569,8611,8445
21,Wyoming,Laramie County,91738,96969,99500
23,Wyoming,Lincoln County,18106,18747,19830
25,Wyoming,Natrona County,75450,82137,79858
27,Wyoming,Niobrara County,2484,2496,2356
29,Wyoming,Park County,28205,28928,29194
31,Wyoming,Platte County,8667,8798,8393
33,Wyoming,Sheridan County,29116,29883,30485
35,Wyoming,Sublette County,10247,10044,9831
37,Wyoming,Sweetwater County,43806,44719,42343
39,Wyoming,Teton County,21294,23047,23464
41,Wyoming,Uinta County,21118,20763,20226
43,Wyoming,Washakie County,8533,8278,7805
45,Wyoming,Weston County,7208,7208,6927
